brand_name,generic_name,manufacturer_name,product_type,active_ingredients,route,substance_name,application_number
,,,,[],,,NDA009238
,,,,[],,,ANDA211451
,,,,[],,,ANDA211455
,,,,[],,,ANDA211475
,,,,[],,,ANDA211487
,,,,[],,,ANDA211533
,,,,[],,,ANDA211539
,,,,[],,,ANDA211564
,,,,[],,,ANDA211565
,,,,[],,,NDA211566
,,,,[],,,ANDA211571
,,,,[],,,ANDA211582
,,,,[],,,NDA009255
,,,,[],,,ANDA211625
,,,,[],,,ANDA211639
,,,,[],,,ANDA211642
,,,,[],,,ANDA211653
,,,,[],,,ANDA211682
,,,,[],,,ANDA211695
,,,,[],,,NDA211710
,,,,[],,,ANDA211717
,,,,[],,,ANDA211729
,,,,[],,,ANDA211735
,,,,[],,,NDA211739
,,,,[],,,NDA211765
,,,,[],,,ANDA211769
,,,,[],,,ANDA211791
,,,,[],,,NDA020229
,,,,[],,,ANDA211815
,,,,[],,,ANDA211819
,,,,[],,,ANDA211825
,,,,[],,,ANDA211847
,,,,[],,,ANDA211848
,,,,[],,,ANDA211900
,,,,[],,,ANDA211915
,,,,[],,,ANDA211925
,,,,[],,,NDA211929
,,,,[],,,NDA020243
,,,,[],,,NDA211988
,,,,[],,,NDA211996
,,,,[],,,ANDA212016
,,,,[],,,ANDA212025
,,,,[],,,ANDA212034
,,,,[],,,ANDA212070
,,,,[],,,ANDA212086
,,,,[],,,ANDA212093
,,,,[],,,NDA212121
,,,,[],,,ANDA212127
,,,,[],,,ANDA212133
,,,,[],,,ANDA212135
,,,,[],,,NDA020259
,,,,[],,,NDA212161
,,,,[],,,ANDA212181
,,,,[],,,NDA009278
,,,,[],,,ANDA212226
,,,,[],,,ANDA212238
,,,,[],,,ANDA212243
,,,,[],,,ANDA212265
,,,,[],,,ANDA212277
,,,,[],,,ANDA212329
,,,,[],,,ANDA212364
,,,,[],,,ANDA212373
,,,,[],,,NDA009282
,,,,[],,,ANDA212387
,,,,[],,,ANDA212417
,,,,[],,,ANDA212432
,,,,[],,,ANDA212434
,,,,[],,,ANDA212438
,,,,[],,,ANDA212446
,,,,[],,,ANDA212450
,,,,[],,,ANDA212457
,,,,[],,,ANDA212487
,,,,[],,,ANDA212490
,,,,[],,,ANDA212492
,,,,[],,,ANDA212495
,,,,[],,,ANDA212500
,,,,[],,,NDA212501
,,,,[],,,ANDA212515
,,,,[],,,ANDA212546
,,,,[],,,ANDA212555
,,,,[],,,ANDA212560
,,,,[],,,ANDA212581
,,,,[],,,ANDA212610
,,,,[],,,ANDA212615
,,,,[],,,ANDA212651
,,,,[],,,ANDA212681
,,,,[],,,ANDA212699
,,,,[],,,ANDA212706
,,,,[],,,ANDA212707
,,,,[],,,ANDA212710
,,,,[],,,ANDA212732
,,,,[],,,ANDA212743
,,,,[],,,ANDA212770
,,,,[],,,ANDA212785
,,,,[],,,ANDA212847
,,,,[],,,ANDA212876
,,,,[],,,ANDA212891
,,,,[],,,ANDA212894
,,,,[],,,ANDA212919
,,,,[],,,ANDA212924
,,,,[],,,NDA212937
,,,,[],,,ANDA212945
,,,,[],,,NDA020356
,,,,[],,,ANDA213003
,,,,[],,,NDA213004
,,,,[],,,ANDA213064
,,,,[],,,ANDA213079
,,,,[],,,ANDA213088
,,,,[],,,ANDA213092
,,,,[],,,ANDA213095
,,,,[],,,ANDA213106
,,,,[],,,ANDA213126
,,,,[],,,ANDA213130
,,,,[],,,ANDA213136
,,,,[],,,ANDA213145
,,,,[],,,NDA213182
,,,,[],,,ANDA213200
,,,,[],,,NDA213224
,,,,[],,,ANDA213238
,,,,[],,,ANDA213240
,,,,[],,,ANDA213248
,,,,[],,,ANDA213251
,,,,[],,,ANDA213253
,,,,[],,,ANDA213261
,,,,[],,,ANDA213269
,,,,[],,,ANDA213276
,,,,[],,,ANDA213317
,,,,[],,,ANDA213318
,,,,[],,,ANDA213394
,,,,[],,,NDA020397
,,,,[],,,NDA213411
,,,,[],,,ANDA213424
,,,,[],,,ANDA213435
,,,,[],,,ANDA213453
,,,,[],,,ANDA213484
,,,,[],,,ANDA213499
,,,,[],,,ANDA213504
,,,,[],,,NDA213507
,,,,[],,,ANDA213541
,,,,[],,,ANDA213549
,,,,[],,,ANDA213551
,,,,[],,,ANDA213557
,,,,[],,,ANDA213559
,,,,[],,,ANDA213566
,,,,[],,,ANDA213571
,,,,[],,,ANDA213585
,,,,[],,,ANDA213588
,,,,[],,,NDA213591
,,,,[],,,ANDA213592
,,,,[],,,ANDA213594
,,,,[],,,ANDA213599
,,,,[],,,NDA213609
,,,,[],,,ANDA213657
,,,,[],,,NDA213687
,,,,[],,,ANDA213725
,,,,[],,,ANDA213728
,,,,[],,,ANDA213730
,,,,[],,,ANDA213792
,,,,[],,,NDA020428
,,,,[],,,ANDA213807
,,,,[],,,ANDA213814
,,,,[],,,ANDA213815
,,,,[],,,ANDA213820
,,,,[],,,ANDA213821
,,,,[],,,ANDA213827
,,,,[],,,ANDA213836
,,,,[],,,ANDA213842
,,,,[],,,ANDA213853
,,,,[],,,ANDA213874
,,,,[],,,ANDA213885
,,,,[],,,ANDA213942
,,,,[],,,ANDA213948
,,,,[],,,NDA213972
,,,,[],,,NDA213973
,,,,[],,,NDA020449
,,,,[],,,ANDA214008
,,,,[],,,ANDA214050
,,,,[],,,ANDA214053
,,,,[],,,ANDA214054
,,,,[],,,ANDA214074
,,,,[],,,NDA020457
,,,,[],,,NDA020458
,,,,[],,,ANDA214114
,,,,[],,,ANDA214117
,,,,[],,,ANDA214129
,,,,[],,,ANDA214138
,,,,[],,,NDA214154
,,,,[],,,NDA214155
,,,,[],,,ANDA214178
,,,,[],,,ANDA214185
,,,,[],,,ANDA214230
,,,,[],,,NDA214273
,,,,[],,,NDA214278
,,,,[],,,ANDA214302
,,,,[],,,ANDA214307
,,,,[],,,ANDA214311
,,,,[],,,ANDA214314
,,,,[],,,ANDA214322
,,,,[],,,ANDA214339
,,,,[],,,NDA020478
,,,,[],,,ANDA214354
,,,,[],,,NDA214358
,,,,[],,,ANDA214367
,,,,[],,,ANDA214376
,,,,[],,,ANDA214395
,,,,[],,,ANDA214443
,,,,[],,,ANDA214455
,,,,[],,,ANDA214458
,,,,[],,,ANDA214505
,,,,[],,,NDA214517
,,,,[],,,ANDA214532
,,,,[],,,ANDA214533
,,,,[],,,NDA020496
,,,,[],,,ANDA214574
,,,,[],,,ANDA214582
,,,,[],,,ANDA214588
,,,,[],,,ANDA214609
,,,,[],,,ANDA214611
,,,,[],,,ANDA214649
,,,,[],,,ANDA214673
,,,,[],,,NDA020505
,,,,[],,,ANDA214691
,,,,[],,,ANDA214695
,,,,[],,,NDA214697
,,,,[],,,NDA020507
,,,,[],,,ANDA214734
,,,,[],,,ANDA214748
,,,,[],,,ANDA214756
,,,,[],,,ANDA214792
,,,,[],,,ANDA214809
,,,,[],,,ANDA214815
,,,,[],,,ANDA214817
,,,,[],,,ANDA214836
,,,,[],,,NDA009395
,,,,[],,,ANDA214847
,,,,[],,,ANDA214896
,,,,[],,,NDA214900
,,,,[],,,ANDA214918
,,,,[],,,ANDA214922
,,,,[],,,ANDA214928
,,,,[],,,NDA214993
,,,,[],,,ANDA215006
,,,,[],,,ANDA215038
,,,,[],,,ANDA215059
,,,,[],,,ANDA215067
,,,,[],,,ANDA215069
,,,,[],,,ANDA215071
,,,,[],,,ANDA215109
,,,,[],,,ANDA215126
,,,,[],,,NDA215152
,,,,[],,,ANDA215155
,,,,[],,,ANDA215210
,,,,[],,,ANDA215219
,,,,[],,,ANDA215233
,,,,[],,,ANDA215254
,,,,[],,,ANDA215265
,,,,[],,,ANDA215279
,,,,[],,,ANDA215307
,,,,[],,,NDA020548
,,,,[],,,ANDA215318
,,,,[],,,ANDA215323
,,,,[],,,ANDA215334
,,,,[],,,NDA215344
,,,,[],,,ANDA215355
,,,,[],,,ANDA215370
,,,,[],,,NDA020551
,,,,[],,,ANDA215371
,,,,[],,,ANDA215377
,,,,[],,,ANDA215398
,,,,[],,,ANDA215435
,,,,[],,,ANDA215460
,,,,[],,,ANDA215472
,,,,[],,,ANDA215538
,,,,[],,,ANDA215560
,,,,[],,,ANDA215561
,,,,[],,,ANDA215576
,,,,[],,,ANDA215601
,,,,[],,,ANDA215616
,,,,[],,,ANDA215624
,,,,[],,,ANDA215651
,,,,[],,,ANDA215661
,,,,[],,,ANDA215672
,,,,[],,,ANDA215673
,,,,[],,,ANDA215677
,,,,[],,,ANDA215697
,,,,[],,,ANDA215710
,,,,[],,,ANDA215759
,,,,[],,,ANDA215762
,,,,[],,,ANDA215816
,,,,[],,,ANDA215832
,,,,[],,,NDA215870
,,,,[],,,ANDA215885
,,,,[],,,ANDA215907
,,,,[],,,ANDA215922
,,,,[],,,NDA215935
,,,,[],,,ANDA215940
,,,,[],,,ANDA215947
,,,,[],,,ANDA215971
,,,,[],,,ANDA216030
,,,,[],,,ANDA216041
,,,,[],,,ANDA216091
,,,,[],,,ANDA216096
,,,,[],,,ANDA216103
,,,,[],,,NDA216117
,,,,[],,,ANDA216126
,,,,[],,,NDA020606
,,,,[],,,ANDA216168
,,,,[],,,ANDA216211
,,,,[],,,ANDA216212
,,,,[],,,ANDA216274
,,,,[],,,ANDA216278
,,,,[],,,ANDA216300
,,,,[],,,NDA216318
,,,,[],,,NDA020619
,,,,[],,,ANDA216356
,,,,[],,,ANDA216368
,,,,[],,,ANDA216393
,,,,[],,,ANDA216431
,,,,[],,,ANDA216446
,,,,[],,,ANDA216492
,,,,[],,,ANDA216509
,,,,[],,,ANDA216533
,,,,[],,,ANDA216537
,,,,[],,,ANDA216549
,,,,[],,,ANDA216590
,,,,[],,,NDA009470
,,,,[],,,ANDA216662
,,,,[],,,NDA216686
,,,,[],,,ANDA216716
,,,,[],,,ANDA216732
,,,,[],,,ANDA216801
,,,,[],,,ANDA216841
,,,,[],,,ANDA216843
,,,,[],,,ANDA216854
,,,,[],,,ANDA216857
,,,,[],,,NDA216873
,,,,[],,,ANDA216877
,,,,[],,,ANDA216882
,,,,[],,,ANDA216886
,,,,[],,,ANDA216904
,,,,[],,,ANDA216925
,,,,[],,,ANDA216942
,,,,[],,,NDA216956
,,,,[],,,ANDA216958
,,,,[],,,ANDA216963
,,,,[],,,ANDA216965
,,,,[],,,ANDA216983
,,,,[],,,ANDA216995
,,,,[],,,ANDA216999
,,,,[],,,NDA020668
,,,,[],,,NDA009486
,,,,[],,,ANDA217061
,,,,[],,,ANDA217071
,,,,[],,,ANDA217116
,,,,[],,,ANDA217119
,,,,[],,,ANDA217170
,,,,[],,,ANDA217181
,,,,[],,,ANDA217260
,,,,[],,,ANDA217272
,,,,[],,,ANDA217276
,,,,[],,,ANDA217277
,,,,[],,,NDA217294
,,,,[],,,ANDA217308
,,,,[],,,ANDA217329
,,,,[],,,ANDA217368
,,,,[],,,ANDA217385
,,,,[],,,ANDA217387
,,,,[],,,ANDA217390
,,,,[],,,ANDA217413
,,,,[],,,NDA217415
,,,,[],,,NDA217417
,,,,[],,,ANDA217438
,,,,[],,,ANDA217455
,,,,[],,,ANDA217460
,,,,[],,,NDA020697
,,,,[],,,ANDA217480
,,,,[],,,ANDA217504
,,,,[],,,NDA217514
,,,,[],,,ANDA217519
,,,,[],,,ANDA217525
,,,,[],,,ANDA217531
,,,,[],,,ANDA217563
,,,,[],,,ANDA217575
,,,,[],,,ANDA217594
,,,,[],,,ANDA217600
,,,,[],,,ANDA217665
,,,,[],,,ANDA217669
,,,,[],,,ANDA217671
,,,,[],,,ANDA217682
,,,,[],,,ANDA217687
,,,,[],,,ANDA217732
,,,,[],,,ANDA217741
,,,,[],,,ANDA217748
,,,,[],,,ANDA217792
,,,,[],,,ANDA217800
,,,,[],,,ANDA217821
,,,,[],,,ANDA217857
,,,,[],,,ANDA217878
,,,,[],,,ANDA217883
,,,,[],,,ANDA217892
,,,,[],,,ANDA217920
,,,,[],,,ANDA217925
,,,,[],,,ANDA217937
,,,,[],,,ANDA217943
,,,,[],,,ANDA217991
,,,,[],,,NDA218033
,,,,[],,,ANDA218067
,,,,[],,,ANDA218085
,,,,[],,,ANDA218087
,,,,[],,,ANDA218107
,,,,[],,,ANDA218129
,,,,[],,,ANDA218131
,,,,[],,,NDA218139
,,,,[],,,ANDA218150
,,,,[],,,NDA218158
,,,,[],,,NDA020740
,,,,[],,,ANDA218173
,,,,[],,,ANDA218175
,,,,[],,,ANDA218181
,,,,[],,,ANDA218205
,,,,[],,,NDA218213
,,,,[],,,NDA020743
,,,,[],,,ANDA218289
,,,,[],,,ANDA218320
,,,,[],,,NDA218343
,,,,[],,,NDA020747
,,,,[],,,ANDA218365
,,,,[],,,ANDA218372
,,,,[],,,NDA020748
,,,,[],,,ANDA218451
,,,,[],,,ANDA218471
,,,,[],,,ANDA218482
,,,,[],,,NDA218490
,,,,[],,,ANDA218492
,,,,[],,,NDA020753
,,,,[],,,NDA218527
,,,,[],,,ANDA218532
,,,,[],,,ANDA218551
,,,,[],,,NDA218590
,,,,[],,,ANDA218632
,,,,[],,,ANDA218644
,,,,[],,,ANDA218701
,,,,[],,,NDA218709
,,,,[],,,ANDA218773
,,,,[],,,ANDA218830
,,,,[],,,ANDA218895
,,,,[],,,ANDA218907
,,,,[],,,ANDA218963
,,,,[],,,ANDA218987
,,,,[],,,ANDA219028
,,,,[],,,ANDA219033
,,,,[],,,ANDA219034
,,,,[],,,ANDA219071
,,,,[],,,ANDA219206
,,,,[],,,NDA219209
,,,,[],,,ANDA219307
,,,,[],,,NDA020780
,,,,[],,,ANDA219585
,,,,[],,,ANDA219661
,,,,[],,,NDA219709
,,,,[],,,ANDA219883
,,,,[],,,NDA220266
,,,,[],,,BLA761035
,,,,[],,,BLA761065
,,,,[],,,BLA761070
,,,,[],,,BLA761089
,,,,[],,,BLA761100
,,,,[],,,BLA761109
,,,,[],,,BLA761134
,,,,[],,,BLA761154
,,,,[],,,BLA761210
,,,,[],,,BLA761278
,,,,[],,,BLA761333
,,,,[],,,BLA761350
,,,,[],,,BLA761358
,,,,[],,,BLA761364
,,,,[],,,NDA020838
,,,,[],,,NDA020864
,,,,[],,,NDA020870
,,,,[],,,NDA020882
,,,,[],,,NDA020886
,,,,[],,,NDA020896
,,,,[],,,BLA020898
,,,,[],,,NDA020907
,,,,[],,,NDA020958
,,,,[],,,NDA020975
,,,,[],,,NDA020987
,,,,[],,,NDA020988
,,,,[],,,NDA021024
,,,,[],,,NDA021029
,,,,[],,,NDA009838
,,,,[],,,NDA021048
,,,,[],,,NDA009854
,,,,[],,,NDA000734
,,,,[],,,NDA009859
,,,,[],,,NDA021082
,,,,[],,,NDA021093
,,,,[],,,NDA021113
,,,,[],,,NDA021121
,,,,[],,,NDA021123
,,,,[],,,NDA021132
,,,,[],,,NDA021135
,,,,[],,,NDA021162
,,,,[],,,NDA009986
,,,,[],,,NDA021190
,,,,[],,,NDA005264
,,,,[],,,NDA010012
,,,,[],,,NDA021254
,,,,[],,,NDA021260
,,,,[],,,NDA021266
,,,,[],,,NDA010040
,,,,[],,,BLA021289
,,,,[],,,NDA021299
,,,,[],,,NDA021304
,,,,[],,,NDA021314
,,,,[],,,NDA021320
,,,,[],,,NDA005292
,,,,[],,,NDA021359
,,,,[],,,NDA021363
,,,,[],,,NDA021374
,,,,[],,,NDA021410
,,,,[],,,NDA021424
,,,,[],,,NDA021425
,,,,[],,,NDA021493
,,,,[],,,NDA010355
,,,,[],,,NDA021513
,,,,[],,,NDA021548
,,,,[],,,NDA021551
,,,,[],,,NDA021555
,,,,[],,,NDA021569
,,,,[],,,NDA010401
,,,,[],,,NDA021583
,,,,[],,,NDA021594
,,,,[],,,NDA021602
,,,,[],,,NDA010417
,,,,[],,,BLA021629
,,,,[],,,NDA021642
,,,,[],,,NDA021652
,,,,[],,,NDA021667
,,,,[],,,NDA021677
,,,,[],,,NDA021688
,,,,[],,,NDA021711
,,,,[],,,NDA021729
,,,,[],,,NDA021734
,,,,[],,,NDA010533
,,,,[],,,NDA021762
,,,,[],,,NDA021789
,,,,[],,,NDA021797
,,,,[],,,NDA021799
,,,,[],,,NDA021823
,,,,[],,,NDA021829
,,,,[],,,NDA021838
,,,,[],,,NDA021864
,,,,[],,,NDA021873
,,,,[],,,NDA021875
,,,,[],,,NDA021891
,,,,[],,,NDA021894
,,,,[],,,NDA021896
,,,,[],,,NDA021911
,,,,[],,,NDA021926
,,,,[],,,NDA021928
,,,,[],,,NDA021938
,,,,[],,,NDA021956
,,,,[],,,NDA021980
,,,,[],,,NDA021992
,,,,[],,,NDA022006
,,,,[],,,NDA022014
,,,,[],,,NDA022026
,,,,[],,,NDA022042
,,,,[],,,NDA022055
,,,,[],,,NDA022056
,,,,[],,,NDA022058
,,,,[],,,NDA022064
,,,,[],,,NDA022104
,,,,[],,,NDA022108
,,,,[],,,NDA022114
,,,,[],,,NDA022128
,,,,[],,,NDA022138
,,,,[],,,NDA010796
,,,,[],,,NDA022141
,,,,[],,,NDA022196
,,,,[],,,NDA022224
,,,,[],,,NDA022231
,,,,[],,,NDA010909
,,,,[],,,NDA022253
,,,,[],,,NDA022288
,,,,[],,,NDA022293
,,,,[],,,NDA022294
,,,,[],,,NDA022304
,,,,[],,,NDA022327
,,,,[],,,NDA022334
,,,,[],,,NDA022341
,,,,[],,,NDA022351
,,,,[],,,NDA022368
,,,,[],,,NDA022388
,,,,[],,,NDA022406
,,,,[],,,NDA022417
,,,,[],,,NDA022421
,,,,[],,,NDA022424
,,,,[],,,NDA022430
,,,,[],,,NDA022437
,,,,[],,,NDA011028
,,,,[],,,NDA022456
,,,,[],,,NDA022460
,,,,[],,,NDA022499
,,,,[],,,NDA022504
,,,,[],,,NDA011073
,,,,[],,,NDA022510
,,,,[],,,NDA011110
,,,,[],,,NDA022522
,,,,[],,,NDA022526
,,,,[],,,NDA011111
,,,,[],,,NDA022537
,,,,[],,,BLA022542
,,,,[],,,NDA022545
,,,,[],,,NDA022563
,,,,[],,,ANDA040010
,,,,[],,,ANDA040037
,,,,[],,,ANDA040083
,,,,[],,,ANDA040093
,,,,[],,,ANDA040102
,,,,[],,,ANDA040117
,,,,[],,,ANDA040120
,,,,[],,,ANDA040153
,,,,[],,,ANDA040155
,,,,[],,,ANDA040187
,,,,[],,,ANDA040218
,,,,[],,,ANDA040231
,,,,[],,,ANDA040233
,,,,[],,,ANDA040236
,,,,[],,,ANDA040278
,,,,[],,,ANDA040281
,,,,[],,,NDA011325
,,,,[],,,ANDA040322
,,,,[],,,ANDA040332
,,,,[],,,ANDA040333
,,,,[],,,ANDA040337
,,,,[],,,ANDA040342
,,,,[],,,NDA011359
,,,,[],,,ANDA040367
,,,,[],,,ANDA040391
,,,,[],,,ANDA040395
,,,,[],,,NDA011386
,,,,[],,,ANDA040398
,,,,[],,,ANDA040410
,,,,[],,,ANDA040416
,,,,[],,,ANDA040423
,,,,[],,,ANDA040430
,,,,[],,,NDA011446
,,,,[],,,ANDA040439
,,,,[],,,ANDA040456
,,,,[],,,ANDA040471
,,,,[],,,NDA011491
,,,,[],,,ANDA040482
,,,,[],,,ANDA040493
,,,,[],,,ANDA040502
,,,,[],,,ANDA040505
,,,,[],,,ANDA040512
,,,,[],,,ANDA040525
,,,,[],,,ANDA040557
,,,,[],,,ANDA040569
,,,,[],,,NDA011557
,,,,[],,,ANDA040571
,,,,[],,,ANDA040578
,,,,[],,,ANDA040590
,,,,[],,,ANDA040608
,,,,[],,,NDA011601
,,,,[],,,ANDA040636
,,,,[],,,ANDA040643
,,,,[],,,ANDA040650
,,,,[],,,ANDA040656
,,,,[],,,ANDA040659
,,,,[],,,ANDA040688
,,,,[],,,ANDA040710
,,,,[],,,NDA011641
,,,,[],,,ANDA040732
,,,,[],,,ANDA040761
,,,,[],,,ANDA040767
,,,,[],,,ANDA040791
,,,,[],,,ANDA040793
,,,,[],,,ANDA040794
,,,,[],,,NDA011683
,,,,[],,,ANDA040858
,,,,[],,,NDA011702
,,,,[],,,ANDA040872
,,,,[],,,ANDA040886
,,,,[],,,ANDA040887
,,,,[],,,ANDA040899
,,,,[],,,ANDA040902
,,,,[],,,NDA050138
,,,,[],,,NDA050218
,,,,[],,,NDA050308
,,,,[],,,NDA050320
,,,,[],,,NDA050355
,,,,[],,,NDA050416
,,,,[],,,NDA050425
,,,,[],,,NDA050451
,,,,[],,,NDA050480
,,,,[],,,NDA050484
,,,,[],,,NDA050505
,,,,[],,,NDA050527
,,,,[],,,NDA050533
,,,,[],,,NDA050537
,,,,[],,,NDA050575
,,,,[],,,NDA050587
,,,,[],,,NDA050593
,,,,[],,,NDA050627
,,,,[],,,NDA050662
,,,,[],,,NDA005914
,,,,[],,,NDA050679
,,,,[],,,NDA050715
,,,,[],,,NDA050718
,,,,[],,,NDA050731
,,,,[],,,NDA050733
,,,,[],,,NDA050757
,,,,[],,,NDA050758
,,,,[],,,NDA050762
,,,,[],,,NDA050778
,,,,[],,,NDA050784
,,,,[],,,NDA050808
,,,,[],,,NDA050809
,,,,[],,,ANDA060059
,,,,[],,,ANDA060096
,,,,[],,,ANDA060254
,,,,[],,,ANDA060343
,,,,[],,,ANDA060392
,,,,[],,,ANDA060456
,,,,[],,,ANDA060572
,,,,[],,,ANDA060577
,,,,[],,,ANDA060587
,,,,[],,,NDA005932
,,,,[],,,ANDA060765
,,,,[],,,ANDA060768
,,,,[],,,ANDA060770
,,,,[],,,ANDA060908
,,,,[],,,NDA061015
,,,,[],,,ANDA061039
,,,,[],,,ANDA061150
,,,,[],,,ANDA061325
,,,,[],,,ANDA061370
,,,,[],,,NDA012122
,,,,[],,,ANDA061457
,,,,[],,,ANDA061533
,,,,[],,,NDA005939
,,,,[],,,ANDA061645
,,,,[],,,ANDA061755
,,,,[],,,ANDA061758
,,,,[],,,ANDA061773
,,,,[],,,ANDA061816
,,,,[],,,NDA012151
,,,,[],,,ANDA061887
,,,,[],,,ANDA061888
,,,,[],,,NDA012164
,,,,[],,,ANDA062049
,,,,[],,,ANDA062089
,,,,[],,,ANDA062156
,,,,[],,,ANDA062158
,,,,[],,,ANDA062233
,,,,[],,,ANDA062247
,,,,[],,,ANDA062264
,,,,[],,,ANDA062268
,,,,[],,,ANDA062269
,,,,[],,,ANDA062291
,,,,[],,,ANDA062311
,,,,[],,,NDA012265
,,,,[],,,ANDA062342
,,,,[],,,NDA012285
,,,,[],,,ANDA062378
,,,,[],,,NDA012301
,,,,[],,,ANDA062426
,,,,[],,,ANDA062428
,,,,[],,,ANDA062434
,,,,[],,,ANDA062468
,,,,[],,,ANDA062472
,,,,[],,,ANDA062477
,,,,[],,,ANDA062488
,,,,[],,,ANDA062496
,,,,[],,,ANDA062501
,,,,[],,,ANDA062510
,,,,[],,,ANDA062523
,,,,[],,,ANDA062558
,,,,[],,,ANDA062560
,,,,[],,,ANDA062569
,,,,[],,,ANDA062579
,,,,[],,,ANDA062593
,,,,[],,,ANDA062595
,,,,[],,,NDA012418
,,,,[],,,ANDA062640
,,,,[],,,ANDA062648
,,,,[],,,ANDA062653
,,,,[],,,ANDA062686
,,,,[],,,ANDA062688
,,,,[],,,ANDA062690
,,,,[],,,ANDA062703
,,,,[],,,ANDA062721
,,,,[],,,ANDA062739
,,,,[],,,ANDA062758
,,,,[],,,ANDA062759
,,,,[],,,ANDA062774
,,,,[],,,ANDA062777
,,,,[],,,ANDA062801
,,,,[],,,ANDA062812
,,,,[],,,ANDA062822
,,,,[],,,ANDA062835
,,,,[],,,ANDA062869
,,,,[],,,ANDA062873
,,,,[],,,ANDA062905
,,,,[],,,ANDA062913
,,,,[],,,ANDA062946
,,,,[],,,ANDA062982
,,,,[],,,ANDA062994
,,,,[],,,ANDA063009
,,,,[],,,ANDA063016
,,,,[],,,ANDA063024
,,,,[],,,ANDA063025
,,,,[],,,ANDA063029
,,,,[],,,ANDA063106
,,,,[],,,ANDA063117
,,,,[],,,NDA012674
,,,,[],,,ANDA063127
,,,,[],,,ANDA063147
,,,,[],,,ANDA063181
,,,,[],,,ANDA063214
,,,,[],,,ANDA063274
,,,,[],,,ANDA063304
,,,,[],,,ANDA063321
,,,,[],,,ANDA064013
,,,,[],,,ANDA064035
,,,,[],,,ANDA064068
,,,,[],,,ANDA064070
,,,,[],,,ANDA064082
,,,,[],,,ANDA064098
,,,,[],,,ANDA064114
,,,,[],,,ANDA064115
,,,,[],,,ANDA064136
,,,,[],,,ANDA064139
,,,,[],,,ANDA064156
,,,,[],,,ANDA064166
,,,,[],,,ANDA064171
,,,,[],,,ANDA065006
,,,,[],,,ANDA065009
,,,,[],,,ANDA065026
,,,,[],,,NDA012787
,,,,[],,,ANDA065053
,,,,[],,,ANDA065064
,,,,[],,,ANDA065068
,,,,[],,,ANDA065093
,,,,[],,,ANDA065108
,,,,[],,,ANDA065109
,,,,[],,,ANDA065110
,,,,[],,,ANDA065111
,,,,[],,,ANDA065126
,,,,[],,,ANDA065184
,,,,[],,,NDA012928
,,,,[],,,ANDA065202
,,,,[],,,ANDA065209
,,,,[],,,ANDA065226
,,,,[],,,NDA012945
,,,,[],,,NDA012968
,,,,[],,,ANDA065276
,,,,[],,,ANDA065288
,,,,[],,,ANDA065305
,,,,[],,,ANDA065312
,,,,[],,,ANDA065323
,,,,[],,,ANDA065327
,,,,[],,,NDA013093
,,,,[],,,ANDA065365
,,,,[],,,NDA013132
,,,,[],,,ANDA065369
,,,,[],,,ANDA065370
,,,,[],,,ANDA065373
,,,,[],,,NDA013157
,,,,[],,,ANDA065387
,,,,[],,,NDA013174
,,,,[],,,ANDA065392
,,,,[],,,ANDA065396
,,,,[],,,ANDA065398
,,,,[],,,ANDA065409
,,,,[],,,NDA013220
,,,,[],,,ANDA065414
,,,,[],,,ANDA065440
,,,,[],,,ANDA065448
,,,,[],,,ANDA065453
,,,,[],,,ANDA065454
,,,,[],,,ANDA065455
,,,,[],,,ANDA065461
,,,,[],,,ANDA065470
,,,,[],,,ANDA065499
,,,,[],,,ANDA065517
,,,,[],,,ANDA070026
,,,,[],,,ANDA070030
,,,,[],,,ANDA070035
,,,,[],,,ANDA070045
,,,,[],,,ANDA070047
,,,,[],,,ANDA070052
,,,,[],,,ANDA070058
,,,,[],,,ANDA070067
,,,,[],,,ANDA070096
,,,,[],,,ANDA070099
,,,,[],,,ANDA070119
,,,,[],,,ANDA070162
,,,,[],,,ANDA070177
,,,,[],,,ANDA070195
,,,,[],,,ANDA070209
,,,,[],,,NDA006170
,,,,[],,,NDA013625
,,,,[],,,ANDA070226
,,,,[],,,ANDA070240
,,,,[],,,ANDA070242
,,,,[],,,ANDA070246
,,,,[],,,ANDA070257
,,,,[],,,ANDA070268
,,,,[],,,ANDA070293
,,,,[],,,ANDA070328
,,,,[],,,ANDA070352
,,,,[],,,ANDA070363
,,,,[],,,ANDA070368
,,,,[],,,ANDA070377
,,,,[],,,ANDA070397
,,,,[],,,ANDA070412
,,,,[],,,ANDA070437
,,,,[],,,ANDA070445
,,,,[],,,ANDA070458
,,,,[],,,ANDA070472
,,,,[],,,ANDA070489
,,,,[],,,ANDA070492
,,,,[],,,ANDA070497
,,,,[],,,ANDA070513
,,,,[],,,ANDA070514
,,,,[],,,ANDA070541
,,,,[],,,ANDA070547
,,,,[],,,ANDA070552
,,,,[],,,ANDA070615
,,,,[],,,ANDA070625
,,,,[],,,ANDA070626
,,,,[],,,ANDA070639
,,,,[],,,ANDA070641
,,,,[],,,ANDA070656
,,,,[],,,ANDA070657
,,,,[],,,ANDA070664
,,,,[],,,ANDA070672
,,,,[],,,ANDA070675
,,,,[],,,ANDA070677
,,,,[],,,ANDA070679
,,,,[],,,ANDA070694
,,,,[],,,ANDA070695
,,,,[],,,ANDA070698
,,,,[],,,ANDA070700
,,,,[],,,ANDA070738
,,,,[],,,ANDA070750
,,,,[],,,ANDA070757
