brand_name,generic_name,manufacturer_name,product_type,active_ingredients,route,substance_name,application_number
,,,,[],,,ANDA089654
,,,,[],,,ANDA089674
,,,,[],,,ANDA089696
,,,,[],,,ANDA089708
,,,,[],,,ANDA089753
,,,,[],,,ANDA089798
,,,,[],,,ANDA089807
,,,,[],,,ANDA089852
,,,,[],,,NDA018700
,,,,[],,,ANDA089884
,,,,[],,,ANDA090005
,,,,[],,,ANDA090020
,,,,[],,,ANDA090029
,,,,[],,,ANDA090031
,,,,[],,,ANDA090038
,,,,[],,,ANDA090051
,,,,[],,,NDA018708
,,,,[],,,ANDA090071
,,,,[],,,ANDA090077
,,,,[],,,ANDA090092
,,,,[],,,ANDA090095
,,,,[],,,ANDA090111
,,,,[],,,ANDA090121
,,,,[],,,ANDA090122
,,,,[],,,ANDA090125
,,,,[],,,ANDA090141
,,,,[],,,ANDA090150
,,,,[],,,ANDA090155
,,,,[],,,NDA018721
,,,,[],,,ANDA090170
,,,,[],,,ANDA090178
,,,,[],,,ANDA090200
,,,,[],,,ANDA090243
,,,,[],,,ANDA090245
,,,,[],,,NDA018731
,,,,[],,,ANDA090278
,,,,[],,,ANDA090294
,,,,[],,,NDA008392
,,,,[],,,ANDA090305
,,,,[],,,ANDA090316
,,,,[],,,ANDA090321
,,,,[],,,NDA018740
,,,,[],,,ANDA090330
,,,,[],,,ANDA090340
,,,,[],,,ANDA090349
,,,,[],,,NDA018744
,,,,[],,,ANDA090362
,,,,[],,,ANDA090393
,,,,[],,,ANDA090397
,,,,[],,,ANDA090398
,,,,[],,,ANDA090409
,,,,[],,,ANDA090427
,,,,[],,,ANDA090430
,,,,[],,,NDA018751
,,,,[],,,ANDA090463
,,,,[],,,ANDA090471
,,,,[],,,NDA018758
,,,,[],,,ANDA090498
,,,,[],,,ANDA090505
,,,,[],,,ANDA090528
,,,,[],,,ANDA090557
,,,,[],,,ANDA090575
,,,,[],,,ANDA090600
,,,,[],,,ANDA090601
,,,,[],,,ANDA090609
,,,,[],,,NDA018771
,,,,[],,,ANDA090642
,,,,[],,,ANDA090643
,,,,[],,,ANDA090651
,,,,[],,,ANDA090656
,,,,[],,,ANDA090682
,,,,[],,,ANDA090695
,,,,[],,,ANDA090701
,,,,[],,,ANDA090712
,,,,[],,,ANDA090716
,,,,[],,,ANDA090727
,,,,[],,,ANDA090740
,,,,[],,,ANDA090749
,,,,[],,,ANDA090756
,,,,[],,,ANDA090774
,,,,[],,,ANDA090775
,,,,[],,,ANDA090782
,,,,[],,,ANDA090783
,,,,[],,,ANDA090789
,,,,[],,,ANDA090807
,,,,[],,,ANDA090828
,,,,[],,,ANDA090834
,,,,[],,,ANDA090855
,,,,[],,,NDA008428
,,,,[],,,ANDA090858
,,,,[],,,ANDA090861
,,,,[],,,ANDA090888
,,,,[],,,ANDA090894
,,,,[],,,ANDA090901
,,,,[],,,ANDA090913
,,,,[],,,ANDA090918
,,,,[],,,ANDA090926
,,,,[],,,ANDA090938
,,,,[],,,ANDA090951
,,,,[],,,NDA018813
,,,,[],,,ANDA090962
,,,,[],,,ANDA090964
,,,,[],,,ANDA090992
,,,,[],,,ANDA091008
,,,,[],,,ANDA091023
,,,,[],,,NDA018821
,,,,[],,,ANDA091038
,,,,[],,,ANDA091049
,,,,[],,,NDA018826
,,,,[],,,ANDA091062
,,,,[],,,ANDA091086
,,,,[],,,ANDA091102
,,,,[],,,ANDA091106
,,,,[],,,ANDA091128
,,,,[],,,ANDA091145
,,,,[],,,ANDA091149
,,,,[],,,ANDA091151
,,,,[],,,ANDA091159
,,,,[],,,ANDA091166
,,,,[],,,ANDA091168
,,,,[],,,NDA018839
,,,,[],,,ANDA091177
,,,,[],,,ANDA091202
,,,,[],,,ANDA091203
,,,,[],,,ANDA091220
,,,,[],,,ANDA091242
,,,,[],,,ANDA091269
,,,,[],,,ANDA091272
,,,,[],,,ANDA091283
,,,,[],,,ANDA091307
,,,,[],,,ANDA091323
,,,,[],,,ANDA091331
,,,,[],,,ANDA091340
,,,,[],,,NDA018860
,,,,[],,,ANDA091355
,,,,[],,,ANDA091357
,,,,[],,,ANDA091368
,,,,[],,,ANDA091369
,,,,[],,,ANDA091373
,,,,[],,,ANDA091395
,,,,[],,,ANDA091406
,,,,[],,,ANDA091416
,,,,[],,,ANDA091417
,,,,[],,,ANDA091433
,,,,[],,,ANDA091443
,,,,[],,,ANDA091468
,,,,[],,,ANDA091491
,,,,[],,,ANDA091495
,,,,[],,,ANDA091528
,,,,[],,,ANDA091559
,,,,[],,,ANDA091575
,,,,[],,,ANDA091576
,,,,[],,,ANDA091585
,,,,[],,,ANDA091590
,,,,[],,,ANDA091595
,,,,[],,,ANDA091636
,,,,[],,,ANDA091657
,,,,[],,,ANDA091668
,,,,[],,,ANDA091674
,,,,[],,,ANDA091690
,,,,[],,,BLA103158
,,,,[],,,BLA103234
,,,,[],,,NDA018892
,,,,[],,,BLA103764
,,,,[],,,BLA103795
,,,,[],,,BLA103836
,,,,[],,,NDA018894
,,,,[],,,BLA125399
,,,,[],,,BLA125496
,,,,[],,,BLA125513
,,,,[],,,BLA125545
,,,,[],,,NDA018902
,,,,[],,,ANDA200143
,,,,[],,,NDA018907
,,,,[],,,ANDA200183
,,,,[],,,ANDA200185
,,,,[],,,ANDA200266
,,,,[],,,ANDA200272
,,,,[],,,ANDA200405
,,,,[],,,ANDA200482
,,,,[],,,ANDA200502
,,,,[],,,ANDA200624
,,,,[],,,ANDA200672
,,,,[],,,ANDA200673
,,,,[],,,ANDA200675
,,,,[],,,ANDA200750
,,,,[],,,ANDA200753
,,,,[],,,ANDA200875
,,,,[],,,ANDA200886
,,,,[],,,ANDA200926
,,,,[],,,ANDA200998
,,,,[],,,ANDA201011
,,,,[],,,NDA018954
,,,,[],,,ANDA201022
,,,,[],,,ANDA201043
,,,,[],,,ANDA201067
,,,,[],,,ANDA201108
,,,,[],,,ANDA201126
,,,,[],,,NDA008662
,,,,[],,,ANDA201170
,,,,[],,,ANDA201171
,,,,[],,,NDA201277
,,,,[],,,NDA201280
,,,,[],,,ANDA201333
,,,,[],,,ANDA201336
,,,,[],,,ANDA201354
,,,,[],,,NDA201373
,,,,[],,,ANDA201380
,,,,[],,,NDA201444
,,,,[],,,ANDA201446
,,,,[],,,ANDA201484
,,,,[],,,ANDA201508
,,,,[],,,ANDA201515
,,,,[],,,ANDA201576
,,,,[],,,ANDA201577
,,,,[],,,ANDA201618
,,,,[],,,NDA201655
,,,,[],,,ANDA201678
,,,,[],,,ANDA201679
,,,,[],,,ANDA201686
,,,,[],,,NDA018991
,,,,[],,,ANDA201741
,,,,[],,,ANDA201751
,,,,[],,,ANDA201759
,,,,[],,,NDA201811
,,,,[],,,ANDA201828
,,,,[],,,ANDA201832
,,,,[],,,ANDA201887
,,,,[],,,ANDA201966
,,,,[],,,ANDA201971
,,,,[],,,ANDA201973
,,,,[],,,ANDA201993
,,,,[],,,ANDA202001
,,,,[],,,ANDA202014
,,,,[],,,ANDA202025
,,,,[],,,ANDA202031
,,,,[],,,ANDA202054
,,,,[],,,ANDA202061
,,,,[],,,NDA019022
,,,,[],,,ANDA202101
,,,,[],,,ANDA202130
,,,,[],,,ANDA202131
,,,,[],,,ANDA202132
,,,,[],,,ANDA202142
,,,,[],,,ANDA202159
,,,,[],,,ANDA202180
,,,,[],,,NDA019032
,,,,[],,,ANDA202220
,,,,[],,,ANDA202227
,,,,[],,,ANDA202229
,,,,[],,,NDA019036
,,,,[],,,ANDA202268
,,,,[],,,NDA019038
,,,,[],,,ANDA202275
,,,,[],,,NDA202278
,,,,[],,,ANDA202280
,,,,[],,,ANDA202308
,,,,[],,,ANDA202315
,,,,[],,,NDA202344
,,,,[],,,ANDA202357
,,,,[],,,ANDA202376
,,,,[],,,NDA202381
,,,,[],,,ANDA202385
,,,,[],,,ANDA202390
,,,,[],,,NDA019055
,,,,[],,,ANDA202431
,,,,[],,,ANDA202435
,,,,[],,,ANDA202456
,,,,[],,,ANDA202477
,,,,[],,,NDA202497
,,,,[],,,NDA019079
,,,,[],,,ANDA202516
,,,,[],,,ANDA202524
,,,,[],,,ANDA202537
,,,,[],,,NDA019081
,,,,[],,,ANDA202571
,,,,[],,,ANDA202579
,,,,[],,,ANDA202584
,,,,[],,,ANDA202595
,,,,[],,,ANDA202599
,,,,[],,,ANDA202600
,,,,[],,,ANDA202603
,,,,[],,,ANDA202635
,,,,[],,,ANDA202637
,,,,[],,,ANDA202657
,,,,[],,,ANDA202675
,,,,[],,,NDA019106
,,,,[],,,ANDA202688
,,,,[],,,ANDA202723
,,,,[],,,ANDA202761
,,,,[],,,NDA202763
,,,,[],,,ANDA202793
,,,,[],,,ANDA202800
,,,,[],,,ANDA202819
,,,,[],,,ANDA202827
,,,,[],,,NDA202833
,,,,[],,,ANDA202852
,,,,[],,,NDA019127
,,,,[],,,ANDA202861
,,,,[],,,ANDA202862
,,,,[],,,ANDA202873
,,,,[],,,ANDA202900
,,,,[],,,ANDA202901
,,,,[],,,NDA019135
,,,,[],,,ANDA202923
,,,,[],,,ANDA202931
,,,,[],,,ANDA202933
,,,,[],,,ANDA202936
,,,,[],,,ANDA202938
,,,,[],,,ANDA202960
,,,,[],,,ANDA202969
,,,,[],,,ANDA202984
,,,,[],,,ANDA202985
,,,,[],,,ANDA202987
,,,,[],,,ANDA202990
,,,,[],,,ANDA202994
,,,,[],,,ANDA203002
,,,,[],,,ANDA203003
,,,,[],,,ANDA203019
,,,,[],,,ANDA203020
,,,,[],,,ANDA203032
,,,,[],,,NDA203100
,,,,[],,,ANDA203110
,,,,[],,,ANDA203112
,,,,[],,,ANDA203113
,,,,[],,,ANDA203125
,,,,[],,,NDA203168
,,,,[],,,ANDA203192
,,,,[],,,ANDA203198
,,,,[],,,NDA019204
,,,,[],,,NDA203255
,,,,[],,,ANDA203280
,,,,[],,,ANDA203294
,,,,[],,,ANDA203306
,,,,[],,,ANDA203311
,,,,[],,,ANDA203330
,,,,[],,,ANDA203378
,,,,[],,,ANDA203384
,,,,[],,,ANDA203411
,,,,[],,,ANDA203435
,,,,[],,,ANDA203438
,,,,[],,,ANDA203468
,,,,[],,,ANDA203475
,,,,[],,,ANDA203495
,,,,[],,,NDA203496
,,,,[],,,NDA008814
,,,,[],,,ANDA203511
,,,,[],,,ANDA203512
,,,,[],,,ANDA203533
,,,,[],,,NDA019261
,,,,[],,,NDA203585
,,,,[],,,ANDA203586
,,,,[],,,NDA203595
,,,,[],,,ANDA203604
,,,,[],,,ANDA203608
,,,,[],,,ANDA203609
,,,,[],,,ANDA203615
,,,,[],,,ANDA203622
,,,,[],,,ANDA203658
,,,,[],,,ANDA203685
,,,,[],,,ANDA203686
,,,,[],,,ANDA203687
,,,,[],,,ANDA203691
,,,,[],,,NDA203697
,,,,[],,,ANDA203699
,,,,[],,,ANDA203704
,,,,[],,,ANDA203738
,,,,[],,,ANDA203771
,,,,[],,,ANDA203777
,,,,[],,,NDA203791
,,,,[],,,ANDA203811
,,,,[],,,ANDA203820
,,,,[],,,ANDA203825
,,,,[],,,ANDA203836
,,,,[],,,ANDA203839
,,,,[],,,ANDA203852
,,,,[],,,ANDA203853
,,,,[],,,ANDA203864
,,,,[],,,ANDA203883
,,,,[],,,ANDA203897
,,,,[],,,ANDA203991
,,,,[],,,NDA203993
,,,,[],,,NDA019356
,,,,[],,,ANDA204011
,,,,[],,,NDA019357
,,,,[],,,ANDA204025
,,,,[],,,ANDA204028
,,,,[],,,NDA019369
,,,,[],,,ANDA204169
,,,,[],,,ANDA204170
,,,,[],,,ANDA204213
,,,,[],,,ANDA204216
,,,,[],,,ANDA204229
,,,,[],,,ANDA204236
,,,,[],,,NDA019387
,,,,[],,,ANDA204264
,,,,[],,,ANDA204293
,,,,[],,,NDA019395
,,,,[],,,NDA204307
,,,,[],,,ANDA204345
,,,,[],,,ANDA204356
,,,,[],,,ANDA204373
,,,,[],,,NDA204384
,,,,[],,,ANDA204385
,,,,[],,,ANDA204406
,,,,[],,,NDA204410
,,,,[],,,ANDA204438
,,,,[],,,ANDA204455
,,,,[],,,ANDA204512
,,,,[],,,ANDA204559
,,,,[],,,NDA204568
,,,,[],,,ANDA204570
,,,,[],,,ANDA204571
,,,,[],,,ANDA204572
,,,,[],,,ANDA204600
,,,,[],,,ANDA204602
,,,,[],,,ANDA204604
,,,,[],,,ANDA204620
,,,,[],,,ANDA204638
,,,,[],,,NDA204654
,,,,[],,,ANDA204668
,,,,[],,,NDA204671
,,,,[],,,ANDA204696
,,,,[],,,ANDA204703
,,,,[],,,ANDA204737
,,,,[],,,ANDA204759
,,,,[],,,ANDA204765
,,,,[],,,ANDA204766
,,,,[],,,NDA204781
,,,,[],,,ANDA204795
,,,,[],,,ANDA204797
,,,,[],,,NDA204803
,,,,[],,,ANDA204816
,,,,[],,,NDA204820
,,,,[],,,ANDA204854
,,,,[],,,ANDA204899
,,,,[],,,ANDA204918
,,,,[],,,ANDA204946
,,,,[],,,ANDA204950
,,,,[],,,ANDA204959
,,,,[],,,ANDA204991
,,,,[],,,ANDA204994
,,,,[],,,ANDA205012
,,,,[],,,ANDA205015
,,,,[],,,ANDA205024
,,,,[],,,ANDA205026
,,,,[],,,ANDA205034
,,,,[],,,ANDA205043
,,,,[],,,ANDA205046
,,,,[],,,ANDA205049
,,,,[],,,NDA205065
,,,,[],,,NDA205108
,,,,[],,,ANDA205112
,,,,[],,,ANDA205119
,,,,[],,,ANDA205120
,,,,[],,,NDA008857
,,,,[],,,ANDA205154
,,,,[],,,ANDA205179
,,,,[],,,ANDA205241
,,,,[],,,ANDA205267
,,,,[],,,NDA019506
,,,,[],,,ANDA205286
,,,,[],,,ANDA205307
,,,,[],,,ANDA205331
,,,,[],,,NDA008867
,,,,[],,,NDA205389
,,,,[],,,ANDA205412
,,,,[],,,ANDA205414
,,,,[],,,ANDA205421
,,,,[],,,NDA205437
,,,,[],,,ANDA205441
,,,,[],,,ANDA205444
,,,,[],,,ANDA205459
,,,,[],,,ANDA205469
,,,,[],,,ANDA205484
,,,,[],,,ANDA205539
,,,,[],,,ANDA205549
,,,,[],,,ANDA205559
,,,,[],,,ANDA205568
,,,,[],,,NDA205613
,,,,[],,,ANDA205619
,,,,[],,,ANDA205647
,,,,[],,,ANDA205675
,,,,[],,,BLA205692
,,,,[],,,ANDA205695
,,,,[],,,ANDA205710
,,,,[],,,ANDA205770
,,,,[],,,ANDA205779
,,,,[],,,NDA205786
,,,,[],,,ANDA205791
,,,,[],,,NDA205826
,,,,[],,,NDA019574
,,,,[],,,ANDA205902
,,,,[],,,NDA205912
,,,,[],,,ANDA205932
,,,,[],,,ANDA205935
,,,,[],,,ANDA205943
,,,,[],,,ANDA205972
,,,,[],,,ANDA205973
,,,,[],,,ANDA205982
,,,,[],,,NDA019616
,,,,[],,,ANDA206091
,,,,[],,,NDA206111
,,,,[],,,ANDA206118
,,,,[],,,ANDA206119
,,,,[],,,ANDA206135
,,,,[],,,ANDA206141
,,,,[],,,ANDA206144
,,,,[],,,ANDA206183
,,,,[],,,ANDA206190
,,,,[],,,ANDA206227
,,,,[],,,NDA206229
,,,,[],,,ANDA206304
,,,,[],,,ANDA206312
,,,,[],,,NDA206321
,,,,[],,,NDA206334
,,,,[],,,ANDA206335
,,,,[],,,NDA206353
,,,,[],,,ANDA206372
,,,,[],,,ANDA206379
,,,,[],,,ANDA206392
,,,,[],,,ANDA206396
,,,,[],,,ANDA206416
,,,,[],,,ANDA206446
,,,,[],,,ANDA206454
,,,,[],,,ANDA206503
,,,,[],,,ANDA206517
,,,,[],,,ANDA206528
,,,,[],,,ANDA206531
,,,,[],,,ANDA206536
,,,,[],,,NDA004054
,,,,[],,,NDA019667
,,,,[],,,ANDA206585
,,,,[],,,ANDA206607
,,,,[],,,ANDA206660
,,,,[],,,ANDA206682
,,,,[],,,ANDA206687
,,,,[],,,ANDA206697
,,,,[],,,ANDA206698
,,,,[],,,NDA206709
,,,,[],,,NDA008955
,,,,[],,,ANDA206751
,,,,[],,,ANDA206753
,,,,[],,,ANDA206765
,,,,[],,,ANDA206768
,,,,[],,,ANDA206774
,,,,[],,,ANDA206785
,,,,[],,,ANDA206812
,,,,[],,,NDA206814
,,,,[],,,ANDA206827
,,,,[],,,ANDA206840
,,,,[],,,ANDA206866
,,,,[],,,NDA019691
,,,,[],,,ANDA206879
,,,,[],,,ANDA206886
,,,,[],,,ANDA206912
,,,,[],,,ANDA206916
,,,,[],,,ANDA206918
,,,,[],,,ANDA206923
,,,,[],,,ANDA206937
,,,,[],,,NDA019699
,,,,[],,,ANDA206975
,,,,[],,,NDA019708
,,,,[],,,ANDA207004
,,,,[],,,ANDA207005
,,,,[],,,ANDA207012
,,,,[],,,NDA019711
,,,,[],,,NDA207026
,,,,[],,,ANDA207033
,,,,[],,,ANDA207040
,,,,[],,,ANDA207068
,,,,[],,,ANDA207084
,,,,[],,,ANDA207121
,,,,[],,,ANDA207127
,,,,[],,,ANDA207175
,,,,[],,,ANDA207219
,,,,[],,,ANDA207234
,,,,[],,,NDA019737
,,,,[],,,ANDA207264
,,,,[],,,NDA019746
,,,,[],,,ANDA207271
,,,,[],,,ANDA207291
,,,,[],,,ANDA207326
,,,,[],,,NDA019759
,,,,[],,,ANDA207347
,,,,[],,,ANDA207354
,,,,[],,,ANDA207355
,,,,[],,,NDA019763
,,,,[],,,ANDA207380
,,,,[],,,ANDA207403
,,,,[],,,ANDA207414
,,,,[],,,ANDA207449
,,,,[],,,ANDA207465
,,,,[],,,NDA019775
,,,,[],,,ANDA207497
,,,,[],,,NDA207500
,,,,[],,,ANDA207503
,,,,[],,,ANDA207568
,,,,[],,,ANDA207581
,,,,[],,,ANDA207588
,,,,[],,,ANDA207601
,,,,[],,,NDA019787
,,,,[],,,ANDA207650
,,,,[],,,ANDA207684
,,,,[],,,ANDA207686
,,,,[],,,NDA009048
,,,,[],,,ANDA207735
,,,,[],,,ANDA207742
,,,,[],,,ANDA207760
,,,,[],,,ANDA207831
,,,,[],,,ANDA207847
,,,,[],,,ANDA207941
,,,,[],,,ANDA207945
,,,,[],,,NDA207947
,,,,[],,,NDA207958
,,,,[],,,ANDA207961
,,,,[],,,NDA207988
,,,,[],,,ANDA207995
,,,,[],,,ANDA208001
,,,,[],,,ANDA208002
,,,,[],,,ANDA208003
,,,,[],,,ANDA208061
,,,,[],,,NDA208083
,,,,[],,,ANDA208096
,,,,[],,,ANDA208097
,,,,[],,,ANDA208104
,,,,[],,,ANDA208105
,,,,[],,,ANDA208129
,,,,[],,,NDA019837
,,,,[],,,NDA208169
,,,,[],,,ANDA208174
,,,,[],,,NDA019841
,,,,[],,,NDA208219
,,,,[],,,ANDA208230
,,,,[],,,ANDA208258
,,,,[],,,ANDA208300
,,,,[],,,ANDA208327
,,,,[],,,ANDA208348
,,,,[],,,ANDA208366
,,,,[],,,NDA208401
,,,,[],,,ANDA208438
,,,,[],,,NDA019862
,,,,[],,,NDA208447
,,,,[],,,ANDA208459
,,,,[],,,NDA208464
,,,,[],,,ANDA208475
,,,,[],,,ANDA208479
,,,,[],,,ANDA208501
,,,,[],,,ANDA208505
,,,,[],,,NDA019867
,,,,[],,,NDA208510
,,,,[],,,ANDA208518
,,,,[],,,ANDA208549
,,,,[],,,ANDA208580
,,,,[],,,ANDA208597
,,,,[],,,ANDA208616
,,,,[],,,ANDA208619
,,,,[],,,ANDA208622
,,,,[],,,NDA208630
,,,,[],,,ANDA208633
,,,,[],,,NDA208653
,,,,[],,,ANDA208660
,,,,[],,,ANDA208671
,,,,[],,,ANDA208677
,,,,[],,,NDA208716
,,,,[],,,NDA019890
,,,,[],,,ANDA208717
,,,,[],,,NDA208746
,,,,[],,,BLA208751
,,,,[],,,ANDA208769
,,,,[],,,ANDA208773
,,,,[],,,ANDA208786
,,,,[],,,ANDA208797
,,,,[],,,ANDA208800
,,,,[],,,ANDA208801
,,,,[],,,ANDA208809
,,,,[],,,NDA019898
,,,,[],,,ANDA208819
,,,,[],,,ANDA208861
,,,,[],,,ANDA208862
,,,,[],,,ANDA208864
,,,,[],,,NDA208901
,,,,[],,,ANDA208921
,,,,[],,,ANDA208937
,,,,[],,,NDA019910
,,,,[],,,ANDA208948
,,,,[],,,ANDA208955
,,,,[],,,NDA208969
,,,,[],,,ANDA208973
,,,,[],,,ANDA208990
,,,,[],,,ANDA208999
,,,,[],,,NDA019918
,,,,[],,,NDA019921
,,,,[],,,ANDA209060
,,,,[],,,ANDA209065
,,,,[],,,ANDA209077
,,,,[],,,ANDA209086
,,,,[],,,NDA209089
,,,,[],,,NDA209090
,,,,[],,,ANDA209105
,,,,[],,,ANDA209135
,,,,[],,,ANDA209150
,,,,[],,,ANDA209151
,,,,[],,,ANDA209160
,,,,[],,,ANDA209177
,,,,[],,,BLA019938
,,,,[],,,ANDA209201
,,,,[],,,ANDA209204
,,,,[],,,NDA209210
,,,,[],,,ANDA209218
,,,,[],,,ANDA209250
,,,,[],,,NDA209279
,,,,[],,,ANDA209293
,,,,[],,,NDA019951
,,,,[],,,ANDA209324
,,,,[],,,NDA019953
,,,,[],,,NDA209359
,,,,[],,,NDA209363
,,,,[],,,ANDA209365
,,,,[],,,ANDA209374
,,,,[],,,ANDA209385
,,,,[],,,ANDA209411
,,,,[],,,ANDA209422
,,,,[],,,ANDA209434
,,,,[],,,ANDA209438
,,,,[],,,NDA019970
,,,,[],,,ANDA209527
,,,,[],,,NDA019971
,,,,[],,,ANDA209532
,,,,[],,,ANDA209533
,,,,[],,,ANDA209549
,,,,[],,,ANDA209560
,,,,[],,,ANDA209594
,,,,[],,,NDA019978
,,,,[],,,NDA019981
,,,,[],,,NDA209661
,,,,[],,,ANDA209662
,,,,[],,,ANDA209677
,,,,[],,,ANDA209700
,,,,[],,,ANDA209702
,,,,[],,,ANDA209720
,,,,[],,,ANDA209735
,,,,[],,,NDA209777
,,,,[],,,ANDA209780
,,,,[],,,NDA020005
,,,,[],,,ANDA209790
,,,,[],,,ANDA209792
,,,,[],,,ANDA209794
,,,,[],,,ANDA209798
,,,,[],,,ANDA209808
,,,,[],,,ANDA209811
,,,,[],,,ANDA209813
,,,,[],,,ANDA209897
,,,,[],,,NDA020021
,,,,[],,,ANDA209946
,,,,[],,,ANDA209955
,,,,[],,,NDA209964
,,,,[],,,ANDA209993
,,,,[],,,ANDA210001
,,,,[],,,ANDA210004
,,,,[],,,ANDA210017
,,,,[],,,ANDA210031
,,,,[],,,ANDA210034
,,,,[],,,ANDA210043
,,,,[],,,ANDA210048
,,,,[],,,ANDA210052
,,,,[],,,ANDA210070
,,,,[],,,ANDA210081
,,,,[],,,ANDA210083
,,,,[],,,ANDA210087
,,,,[],,,ANDA210088
,,,,[],,,ANDA210092
,,,,[],,,ANDA210098
,,,,[],,,ANDA210114
,,,,[],,,ANDA210117
,,,,[],,,ANDA210128
,,,,[],,,NDA210132
,,,,[],,,ANDA210148
,,,,[],,,NDA020058
,,,,[],,,ANDA210152
,,,,[],,,ANDA210160
,,,,[],,,ANDA210171
,,,,[],,,ANDA210175
,,,,[],,,ANDA210214
,,,,[],,,ANDA210220
,,,,[],,,ANDA210224
,,,,[],,,ANDA210243
,,,,[],,,ANDA210254
,,,,[],,,ANDA210267
,,,,[],,,ANDA210337
,,,,[],,,ANDA210370
,,,,[],,,ANDA210375
,,,,[],,,ANDA210403
,,,,[],,,ANDA210407
,,,,[],,,ANDA210409
,,,,[],,,ANDA210414
,,,,[],,,NDA210428
,,,,[],,,ANDA210454
,,,,[],,,ANDA210460
,,,,[],,,ANDA210467
,,,,[],,,ANDA210470
,,,,[],,,ANDA210503
,,,,[],,,NDA020091
,,,,[],,,ANDA210524
,,,,[],,,ANDA210525
,,,,[],,,ANDA210536
,,,,[],,,ANDA210542
,,,,[],,,NDA020095
,,,,[],,,NDA020098
,,,,[],,,ANDA210574
,,,,[],,,ANDA210577
,,,,[],,,ANDA210599
,,,,[],,,ANDA210604
,,,,[],,,ANDA210609
,,,,[],,,ANDA210619
,,,,[],,,ANDA210622
,,,,[],,,ANDA210625
,,,,[],,,NDA210660
,,,,[],,,ANDA210717
,,,,[],,,ANDA210732
,,,,[],,,NDA210735
,,,,[],,,NDA020124
,,,,[],,,ANDA210741
,,,,[],,,NDA020126
,,,,[],,,ANDA210771
,,,,[],,,ANDA210790
,,,,[],,,NDA210793
,,,,[],,,ANDA210802
,,,,[],,,ANDA210809
,,,,[],,,ANDA210819
,,,,[],,,ANDA210824
,,,,[],,,NDA009193
,,,,[],,,ANDA210849
,,,,[],,,ANDA210859
,,,,[],,,ANDA210871
,,,,[],,,NDA210875
,,,,[],,,ANDA210907
,,,,[],,,ANDA210917
,,,,[],,,ANDA210927
,,,,[],,,ANDA210928
,,,,[],,,NDA210997
,,,,[],,,ANDA211002
,,,,[],,,NDA211039
,,,,[],,,ANDA211051
,,,,[],,,ANDA211059
,,,,[],,,ANDA211062
,,,,[],,,ANDA211083
,,,,[],,,ANDA211090
,,,,[],,,ANDA211101
,,,,[],,,ANDA211123
,,,,[],,,ANDA211136
,,,,[],,,ANDA211202
,,,,[],,,ANDA211223
,,,,[],,,NDA211226
,,,,[],,,ANDA211240
,,,,[],,,ANDA211246
,,,,[],,,ANDA211255
,,,,[],,,ANDA211263
,,,,[],,,ANDA211267
,,,,[],,,ANDA211278
,,,,[],,,ANDA211282
,,,,[],,,ANDA211287
,,,,[],,,ANDA211306
,,,,[],,,ANDA211315
,,,,[],,,ANDA211316
,,,,[],,,NDA211321
,,,,[],,,ANDA211330
,,,,[],,,ANDA211350
,,,,[],,,ANDA211396
,,,,[],,,NDA211413
,,,,[],,,ANDA211423
,,,,[],,,ANDA211452
,,,,[],,,ANDA211499
,,,,[],,,ANDA211510
,,,,[],,,ANDA211519
,,,,[],,,NDA211527
,,,,[],,,NDA020204
,,,,[],,,ANDA211592
,,,,[],,,ANDA211601
,,,,[],,,ANDA211607
,,,,[],,,ANDA211624
,,,,[],,,ANDA211644
,,,,[],,,ANDA211647
,,,,[],,,ANDA211668
,,,,[],,,ANDA211676
,,,,[],,,ANDA211685
,,,,[],,,ANDA211687
,,,,[],,,ANDA211707
,,,,[],,,NDA020220
,,,,[],,,ANDA211718
,,,,[],,,ANDA211722
,,,,[],,,ANDA211731
,,,,[],,,NDA211733
,,,,[],,,ANDA211747
,,,,[],,,ANDA211750
,,,,[],,,ANDA211763
,,,,[],,,NDA020231
,,,,[],,,ANDA211826
,,,,[],,,ANDA211835
,,,,[],,,NDA211844
,,,,[],,,ANDA211849
,,,,[],,,ANDA211867
,,,,[],,,NDA020236
,,,,[],,,ANDA211899
,,,,[],,,ANDA211928
,,,,[],,,NDA020241
,,,,[],,,NDA211962
,,,,[],,,ANDA211965
,,,,[],,,ANDA211966
,,,,[],,,ANDA211969
,,,,[],,,ANDA211991
,,,,[],,,ANDA211998
,,,,[],,,ANDA212019
,,,,[],,,NDA212045
,,,,[],,,ANDA212050
,,,,[],,,ANDA212094
,,,,[],,,ANDA212128
,,,,[],,,NDA212156
,,,,[],,,NDA212157
,,,,[],,,ANDA212179
,,,,[],,,ANDA212202
,,,,[],,,ANDA212204
,,,,[],,,NDA212209
,,,,[],,,ANDA212231
,,,,[],,,ANDA212257
,,,,[],,,ANDA212263
,,,,[],,,NDA212273
,,,,[],,,ANDA212283
,,,,[],,,ANDA212285
,,,,[],,,NDA212295
,,,,[],,,NDA212304
,,,,[],,,ANDA212312
,,,,[],,,NDA212314
,,,,[],,,ANDA212333
,,,,[],,,ANDA212334
,,,,[],,,NDA020281
,,,,[],,,ANDA212336
,,,,[],,,ANDA212368
,,,,[],,,ANDA212378
,,,,[],,,ANDA212385
,,,,[],,,ANDA212398
,,,,[],,,ANDA212411
,,,,[],,,ANDA212424
